"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"5390","Hockey Camp - Goaltender","Feb 11, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FlagmanJeremy","FlagmanJeremy"
"5391","Super Lumberjack","May 2, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","17Studio","17Studio"
"5392","Old School Horror Game : Bright Day","Oct 23, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daftlion Company","Daftlion Company"
"5393","晴空：未来的守望","Apr 20, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","拔剑者","拔剑者"
"5394","Another FPS Game","May 9, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Akustiyal Games","Akustiyal Games"
"5395","Pandemia: Virus Outbreak","Apr 5, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PocketsOfEnergy","PocketsOfEnergy"
"5396","PlanetariumVR","Dec 17, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","hublab","hublab"
"5397","I'm a love interest in my childhood friend's reverse harem!!!","Jul 1, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red Chan","WitPOP"
"5400","Christmas day","Dec 24, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Doshu Games","Doshu Games"
"5401","Taekwondo Demonstration Team Simulator","Jan 19, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Odin inc.","Studio Odin inc."
"5402","Aim Academy","Jan 22, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Solo Dev","Solo Dev"
"5403","Marooned","May 8, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mika Pi","Mika Pi"
"5404","Wardwell House VR","Jul 30, 2021","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Moolion","Moolion"
"5405","Pandora : Wild Origins","Sep 10, 2021","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Luneria Studio","Luneria Studio"
"5406","Scary Husband HD: Anime Horror Game","Apr 20, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Horror Game Studio","Nugroho Industries"
"5407","Boating Simulator 2022","May 3, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sebastian Mol, Yusuf Kenawy, Will Johnson, Kyle Norton, Arlen Barrett, Sam Carson, Martin Berman, Owen Griffiths","GoEarth Ltd"
"5408","Mini Star Fishing","Sep 1, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MACKINN7","MACKINN7"
"5409","三国英雄坛","Jun 17, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bob Game","Bob Game"
"5410","The Game Store","Oct 4, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","echomune","echomune"
"5411","Super Company","Oct 24, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dawn Studio","Dawn Studio"
"5412","修真元界  XiuZhen Metaverse","Oct 28, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","个人独立开发","陈亮名"
"5413","Luna & Monsters Tower Defense -The deprived magical kingdom-","Dec 20, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Luna's Tail Creative LLC","Luna's Tail Creative LLC"
"5414","The Chicken Game","Dec 16, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trevor DePodesta","Trevor DePodesta"
"5415","My Land!","Jan 4, 2023","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"5416","IAIDO","Dec 26, 2022","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Archetype Industry | 原型工业","Archetype Industry | 原型工业"
"5417","Evil Superhero VR - Superhero Simulator","Mar 25, 2023","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Anark Studios","Anark Studios"
"5418","Hypermarket Tycoon Manager","Apr 10, 2023","$2.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik","Atomic Fabrik"
"5419","DOOORS VR","Dec 23, 2016","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ODAKO Co.,Ltd.","58works"
"5420","Weather Lord","Jun 8, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yustas Game Studio, Alawar Entertainment","ESDigital Games"
"5421","Fight Sparring VR","Jul 24, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Chun Y.","Chun Y."
"5422","OfficeBots: Reality Bytes [VR]","Aug 21, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FutureStateMachine","FutureStateMachine"
"5423","Corridor 15 Firts","Nov 29, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","aDeCon Production","aDeCon Production"
"5424","AlpenCROSS","Jun 1, 2016","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Harald Wiestner - farbWERK","Harald Wiestner - farbWERK"
"5425","Paris: Jigsaw Puzzles","Jun 13, 2018","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"5426","One Day for Revenge","Jul 18, 2018","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jl Apps","Jl Apps"
"5427","Three life","Aug 9, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","unew","5th VR"
"5428","STARWAY VR","Nov 30, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HayatoWorks, KAZEGAMES","KAZEGAMES"
"5429","Trucking","Feb 24, 2019","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Another world","Another world"
"5430","Mango Cart","Mar 25, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AkriGames","AkriGames"
"5431","Art of Horology","Apr 6, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Steven Richardson, Michael McMurdy, Joshua Towns, Andrea Fiorito","Art of Horology"
"5432","Three Of a Fish","Oct 1, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","George","George"
"5433","Santa's Visit","Nov 1, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Virtual Anarchy Studios","Virtual Anarchy Studios"
"5434","匿名信：隐匿者 / Anonymous Letter ：Prowler","Feb 2, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","元气工作室","元气工作室"
"5435","Dish Life: The Game","Feb 24, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pocket Sized Hands","Pocket Sized Hands, University of Cambridge, ReproSoc"
"5436","Chessсakе","Apr 15, 2020","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"5437","UNITED COMMAND","Aug 5, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","UNITED COMMAND ®","UNITED COMMAND INTERNATIONAL"
"5438","Mafia Gangster City","Jul 31, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Webyilmaz","Webyilmaz"
"5439","Bouncer Story","Nov 3, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Helmi Games","Plug In Digital"
"5441","Velocity Legends - Action Racing Game","Mar 15, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","UY Studios","UY Studios"
"5442","PLAYBOOK","Sep 7, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","20 Below Games, inc","20 Below Games, Inc"
"5444","Abeyance","Oct 7, 2022","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bumblebee Studios","BBS Games AB"
"5446","Dark Reflections - Shiori no Kotoha","Jan 18, 2022","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CyberStep, Inc., Rideon Works Co. Ltd,","CyberStep, Inc."
"5447","Ragdolls Playground: The Sandbox","Aug 10, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Janner, JanSoft Interactive","JannerBros"
"5448","From Dusk To Dawn","Jan 21, 2022","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","3P Studios","3P Studios"
"5449","The Hideaway","Nov 1, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rec0re Studios","Rec0re Studios"
"5450","Building Destruction","Jan 28, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","180°","180°"
"5451","Draft Day Sports: Pro Football 2023","Oct 19, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"5452","OMEGA PATTERN - VISUAL NOVEL","May 26, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Borokai Studio","Borokai Studio"
"5453","Miniature TD - VR","Aug 15, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reality Reflection","Reality Reflection"
"5454","Awe of Despair","Nov 22, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reliant","Reliant"
"5455","Imperi","Nov 16, 2017","$0.54","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nuts and Volts Electronics","Nuts and Volts Electronics"
"5456","Jam Session VR","Dec 5, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Prismic Studios LLC","Prismic Studios LLC"
"5457","Stickman Annihilation 2","Feb 13, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hype ProductionZ","Hype ProductionZ"
"5458","Operation Chromite 1950 VR","Feb 4, 2018","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","eiNpictures","eiNpictures"
"5459","Dead Climb","Oct 29, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dev4play","dev4play"
"5460","Lighter Than AR","Apr 30, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Constantly New Corp.","Constantly New Corp."
"5461","HomestarVR","May 1, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The pocket company","The pocket company"
"5462","Sea of memories","Jun 1, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ivanovich Games","Ivanovich Games"
"5463","My Farm","Aug 23, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bip Media","Plug In Digital"
"5464","W4RR-i/o-RS: Descent","Feb 20, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Xeneder","Phoenix Reborn Games"
"5465","Senpai Teaches Me Japanese","Mar 14, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nyanko Gaming","Nyanko Gaming"
"5466","我们的房屋 OUR HOUSE","Sep 7, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LOSEDEAD","LOSEDEAD"
"5467","Sleep Paralysis : mystery of the mountain village","Sep 1, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ardiansa Reza","catgames.id"
"5468","Memories on the Shoreline","Nov 20, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crystal Game Works","Crystal Game Works"
"5470","Towards The Stars","Mar 4, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Peter Tkačov","Peter Tkačov"
"5471","Cute Animals Memory Card Game","Jun 22, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yume Game Studio","Yume Game Studio"
"5472","Cyberflight","Aug 13, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Grenoble","Grenoble"
"5473","FREEDOM: Hunt Kill Fly","Jun 1, 2021","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lorag Games","Lorag Games"
"5474","SaberStyle","Feb 11, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucky Cat studio","Lucky Cat studio"
"5475","EQDRIVE.IO","Jul 7, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Realityocean Games","Realityocean Games"
"5476","Cat Town","Jan 17, 2022","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","수석 재단사","수석 재단사"
"5477","SailSim","Jun 8, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Demetris Rouslan Zavorotnitsienko","Demetris Rouslan Zavorotnitsienko"
"5478","Draft Day Sports: College Football 2023","Aug 31, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Wolverine Studios","Wolverine Studios"
"5479","Crazy Edition of Stunts","Oct 4, 2022","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomic Fabrik, Cristian Manolachi","Atomic Fabrik, Cristian Manolachi"
"5480","SURVIVAL IN THE BACKROOMS","Nov 4, 2022","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Astra Games","Astra Games"
"5481","NatureFly","Feb 18, 2018","$0.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","John's Project","John's Project"
"5482","Die In The Dark","Jul 19, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Side B Gaming","Side B Gaming"
"5483","DREAM GIRLS VR","Nov 17, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","tomimar","tomimar"
"5484","MMA Executive","Aug 26, 2019","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vectormatrix Limited","Vectormatrix Limited"
"5485","VR Party Pack","Dec 3, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Weston Bell-Geddes","Weston Bell-Geddes"
"5486","Country Road VR","Mar 12, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Somun Immersive, Elder's Choice, Inc.","Elder's Choice, Inc."
"5487","4X4 OFF-ROAD CHALLENGE","Jan 24, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bethuel K. Okelo","Bethuel K. Okelo"
"5488","Outpost Engineer","Jun 8, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","David Decraene","WombatBarn"
"5489","Aviano","May 3, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tatti","Tatti"
"5490","Leave No One Behind: Ia Drang VR","Jul 19, 2022","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gaming 301","Gaming 301"
"5491","Synthwave FURY","Feb 9, 2023","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Virtual Edition","Virtual Edition"
"5492","CitiesCorp Concept - Build Everything on Your Own","Apr 29, 2016","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SaintWorks","SaintBunny"
"5493","Slumlord Simulator","Nov 30, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Slumlord Industries","Slumlord Industries"
"5494","Multirotor Sim 2","Nov 15, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vadim Silver","Vadim Silver"
"5495","Puzzle for Kids","Feb 6, 2018","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"5496","The Humans Collection","Jun 5, 2018","$3.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Imagitec","Piko Interactive, Bleem!"
"5497","Mad Gun Range VR Simulator","Apr 4, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Monkey Reality Games","Extreme Games"
"5498","Amortizer Off-Road","May 20, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Abyid Studio","Abyid Studio"
"5499","Logistic Expert","Jul 3, 2019","$1.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","IO Games","IO Games"
"5500","Sea Fishing Simulator","Feb 20, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dangerous Derk Interactive","Dangerous Derk Interactive"
"5501","Little machines world","Mar 21, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"5503","Aggressive Robot Vacuum","Dec 25, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reforged Group","Reforged Group"
"5504","Taxi Driver - The Simulation","Feb 16, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Enigma Entertainment, Delta Bright","Enigma Entertainment"
"5505","Alive Cursor","May 6, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Threeyes","Threeyes"
"5506","Defense Tower Simulator","Jun 5, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CoolCraftGames","CoolCraftGames"
"5507","Cook OL","May 20, 2022","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MX Nice Game","MX Nice Game"
"5508","House Builder VR","Mar 6, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FreeMind S.A., PixelTrapps","PlayWay S.A., FreeMind S.A."
"5509","DREAMFLIGHT VR","May 21, 2015","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","REFUGIO3D®, Claudio Panzanaro","REFUGIO3D®, Claudio Panzanaro"
"5511","MegaRats","Nov 3, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Red Frizbee Studios","Jam-Live"
"5512","PIRATADO 1","Oct 18, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ryabov Eduard","RyabovEduard"
"5514","DOKA 2 GUTS OUT NINJA","Dec 27, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OCP, Yuri Chuchmay","OCP"
"5515","On Target VR Darts","Dec 22, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Colugo Productions Inc.","Colugo Productions Inc."
"5516","PUT IN BAD","Nov 8, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gun Done Team","Gun Done Team"
"5518","The Forger","Aug 27, 2021","$0.79","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tomas Daugela","Tomas Daugela"
"5519","BridgeTeam: Ship Simulator","Jan 2, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Enrych Media Ltd.","Enrych Media Ltd."
"5520","Infinite Construction","Mar 3, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BackSnow Games","BackSnow Games"
"5521","Fatal Gem VR(The First Match-3 VR Game)","Nov 23, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ED","ED"
"5522","DearCraft","Apr 29, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fairy Studio, Lin Lin","Fairy Studio"
"5523","Photo Studio","Jan 29, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Games For Pleasure","Games For Pleasure"
"5524","Infected Prison","Feb 5, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HaoChuan","HaoChuan"
"5525","Cassidy","Mar 25, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Joe Jobson","Primary"
"5527","Mafia Gambling","Mar 11, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamenesis","Gamenesis"
"5528","7-minute HOP","Nov 9, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VladProduction","VladProduction"
"5529","Agross","Sep 2, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","cBlck","cBlck"
"5530","Actor Tycoon 2","Jan 6, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","A-line Games","A-line Games"
"5531","Rip Them Off","Sep 24, 2020","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lozange Lab","Lozange Lab"
"5532","Hidden Magic Town","Mar 23, 2023","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede Games","Hede Games, Hede"
"5533","ISLAND 404","Jan 30, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MIGALOO GAMES","MIGALOO GAMES"
"5535","In Search of a Home","Oct 10, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ghostly Bear Games","Ghostly Bear Games"
"5536","Drying Paint Simulator VR","Jan 24, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","F4DE","F4DE"
"5537","Kebab House","Aug 13, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rubbish Game","Rubbish Game"
"5538","Gravity run","Mar 26, 2021","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede","Hede"
"5539","CS Horizon","Jul 28, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Value","Value"
"5540","Home Designer - Architecture","May 26, 2022","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sebastian Kemper","Sebastian Kemper"
"5541","Scary School Simulator","Sep 14, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SCARY CREEPY PASTA, SPOOKY HORROR GAME","NUGROHO INDUSTRIES"
"5542","Doodle God: Genesis Secrets","May 10, 2018","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JoyBits Ltd.","JoyBits Ltd."
"5543","Real Farm – Gold Edition","Jun 24, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SOEDESCO","SOEDESCO"
"5544","Exotic","Jan 10, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","personal Game studio","personal Game studio"
"5545","Hidden Map","Mar 20, 2023","$99.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hede Games","Hede Games, Hede"
"5546","Race & Destroy","May 13, 2016","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AngryAngelGames","IceTorch Interactive"
"5547","Mr Dirt Poor 吃土计划","Feb 6, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lcc","Lcc"
"5548","Boot : Game Dev Sim","Feb 20, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ghost roots","Ghost roots"
"5551","Granny's Grantastic Granventure","Jul 30, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lazy Morning Games","Lazy Morning Games"
"5552","Space Love Delta","Oct 19, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kavorkaplay","Kavorkaplay"
"5554","疑義照会ウォーズ","Dec 3, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","薬学ゲーム開発プロジェクト","薬学ゲーム開発プロジェクト"
"5555","Trucker 2","Aug 14, 2015","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Silden","Play Publishing"
"5556","Roadworks Simulator","Jun 9, 2016","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","United Independent Entertainment","United Independent Entertainment"
"5557","Cake Shop Simulator","Dec 7, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","indiegames3000","indiegames3000"
"5559","Dead Survival","Feb 19, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BiKouZ","PINAL AGENCY"
"5560","Sail and Sacrifice","May 23, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CAGE Studios","CAGE Studios"
"5561","AIR Battlefront","May 6, 2019","$2.09","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SRS Games","SRS Games"
"5562","Not My Day!","Nov 21, 2018","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ELECTROSTALIN ENTERTAINMENT","ELECTROSTALIN ENTERTAINMENT"
"5563","Paradise City VR","Dec 15, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AlinoVR","AlinoVR"
