"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"2677","Electro Ride: The Neon Racing","Jul 11, 2020","$12.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sylwester Osik","Forestlight Games, PlayWay S.A."
"2690","Cinemaware Anthology: 1986-1991","Nov 14, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cinemaware","Starbreeze Publishing AB"
"2695","TableTop Soccer","Apr 22, 2016","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dancing Developers","Dancing Developers"
"2697","Metal Drift","Oct 22, 2009","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Black Jacket Studios","Black Jacket Studios"
"2698","Robot Arena III","Jun 20, 2016","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Gabriel Interactive","Octopus Tree"
"2707","Fat Prisoner Simulator 2","Jun 12, 2019","$0.49","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kiddy","Kiddy"
"2715","Pro Strategy Football 2021","Sep 7, 2020","$13.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kerry Batts","Pro Strategy Games"
"2720","Infinite Minigolf","Jul 25, 2017","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Zen Studios","Zen Studios"
"2722","Quantum Rush Champions","Dec 4, 2014","$2.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","GameArt Studio GmbH","GameArt Studio GmbH"
"2727","MadOut Open City","Mar 29, 2016","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MadOut Games","MadOut Games"
"2742","Psebay","Jul 12, 2017","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Eugeny Butakov","Eugeny Butakov"
"2745","World of Mixed Martial Arts 3","Mar 19, 2015","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Grey Dog Software","Viva Media"
"2748","Axis Football 2017","Aug 16, 2017","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Axis Games","Axis Games"
"2756","CRAZY DRIVER","Aug 25, 2019","$0.29","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","SRS Games","SRS Games"
"2757","RevolVR 3","Feb 22, 2021","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Never Bored","Never Bored"
"2758","Wordle 2","Aug 31, 2020","$0.39","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PreoNus Games","Gigantum Games"
"2759","MXGP - The Official Motocross Videogame Compact","Dec 3, 2014","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2764","Stayhome Simulator","May 22, 2020","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Two Inc","Click Games"
"2765","Rugby League Live 3","Sep 29, 2015","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Big Ant Studios","Big Ant Studios (Steam), Tru Blu Games"
"2766","100ft Robot Golf","Mar 16, 2017","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","No Goblin","No Goblin"
"2771","Synthwave Burnout","Sep 4, 2021","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Whale Rock Games","Whale Rock Games"
"2772","Bassmaster Fishing","Oct 28, 2021","$24.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Dovetail Games","Dovetail Games"
"2780","Pro Wrestling X","Nov 18, 2014","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Wrestling Gamers United","Wrestling Gamers United"
"2781","Cheap Golf","Nov 5, 2018","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pixeljam","Pixeljam"
"2783","Tee Time Golf","Aug 31, 2018","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Barkers Crest Studio LLC","Barkers Crest Studio LLC"
"2787","GOAL! The Club Manager","Nov 2, 2022","$19.79","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","2tainment","2tainment, Toplitz Productions"
"2798","Blonde Driver","Apr 10, 2018","$0.34","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Easy game","Game for people"
"2801","Cranks and Goggles","Dec 21, 2016","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Play Native Entertainment","Play Native Entertainment"
"2803","Drift racing car","Sep 29, 2022","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Musa CANDIR","Musa CANDIR"
"2808","Drink More Glurp","Aug 6, 2020","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CATASTROPHIC_OVERLOAD","Yogscast Games"
"2811","Sword Master VR","Sep 23, 2016","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Master Indie","Master Indie"
"2813","Volleyball Unbound - Pro Beach Volleyball","Dec 16, 2016","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Great Boolean","Great Boolean"
"2827","Sky Racket","Oct 22, 2019","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Double Dash Studios","Double Dash Studios"
"2829","Wordle 3","Oct 6, 2020","$0.39","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PreoNus Games","Gigantum Games"
"2836","DUCATI - 90th Anniversary","Jun 9, 2016","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2837","Score a goal (Physical football)","Dec 28, 2016","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","BulatHard","BulatHard"
"2838","Ignition","Feb 6, 2017","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Unique Development Studios AB","Interplay Entertainment Corp."
"2841","Hot Shot Burn","Jan 17, 2020","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Artifex Mundi","Artifex Mundi"
"2843","Hunting Simulator","Jun 9, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Neopica","Nacon"
"2848","NASCAR 21: Ignition","Oct 27, 2021","$17.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Motorsport Games","Motorsport Games"
"2849","Gym Simulator","Nov 17, 2018","$1.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Schwarz Games","Kavkaz Sila Games"
"2852","Trackmania² Lagoon","May 23, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Nadeo","Ubisoft"
"2853","Probably Archery","Feb 6, 2014","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","South East Games","South East Games"
"2856","Soccer Player Simulator","Mar 25, 2019","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kiddy","Kiddy"
"2859","Snooker Nation Championship","Apr 27, 2016","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cherry Pop Games","Cherry Pop Games"
"2860","EA SPORTS PGA TOUR","Apr 6, 2023","$69.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Electronic Arts - Tiburon","Electronic Arts"
"2864","My Riding Stables: Life with Horses","Mar 27, 2014","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Sproing","familyplay"
"2874","Wand Wars","Apr 13, 2016","$11.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Moonradish Inc.","Moonradish Inc."
"2877","Death Stair","Aug 16, 2016","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fun Sponge Games","Missing Link Games"
"2881","Dark SASI","May 18, 2018","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Narko Games","Narko Games"
"2884","Ski Sniper","May 18, 2017","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Crazy Rocks","Crazy Rocks"
"2890","Griefhelm","Aug 20, 2020","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Johnny Dale Lonack","Thorrnet Publishing"
"2893","Front Office Football Eight","Nov 23, 2016","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Solecismic Software","Solecismic Software"
"2897","Monster Jam Steel Titans","Jun 25, 2019","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rainbow Studios","THQ Nordic"
"2901","Mahjong Club","Aug 29, 2018","$4.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PrinceXI","PrinceXI"
"2903","Super Woden GP","Sep 1, 2021","$12.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","ViJuDa","ViJuDa"
"2908","On a Roll","Aug 30, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Creative Concepts","Creative Concepts"
"2911","Pool Panic","Jul 19, 2018","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rekim","Adult Swim Games"
"2914","Mini Golf Arena","Apr 21, 2018","$8.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Evoluta Studio","Evoluta Studio"
"2927","Summer Funland","Feb 23, 2018","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Monad Rock","Monad Rock"
"2929","PropHunter","Aug 6, 2021","$3.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Alone Fox Games","Alone Fox Games"
"2935","BAJA: Edge of Control HD","Sep 14, 2017","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","2XL Games, Blitworks","THQ Nordic"
"2937","Kart Racing Pro","Jul 14, 2017","$39.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PiBoSo","PiBoSo"
"2940","Finnish Army Simulator","Jan 13, 2023","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Please Be Patient","Please Be Patient"
"2942","Catch & Release","Jun 7, 2018","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","metricminds GmbH & Co KG","Advanced Interactive Gaming Ltd."
"2950","Wrestling Revolution 3D","Jul 20, 2017","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MDickie","MDickie"
"2951","Dodgeball Academia","Aug 5, 2021","$24.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pocket Trap","Humble Games"
"2952","Sparc","Nov 16, 2017","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","CCP","CCP"
"2953","Fat Prisoner Simulator","Mar 12, 2019","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Kiddy","Kiddy"
"2957","The Golf Club VR","Feb 24, 2017","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","HB Studios","HB Studios"
"2963","Monster Energy Supercross - The Official Videogame 4","Mar 11, 2021","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2966","Turbo Golf Racing","Aug 4, 2022","$17.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Hugecalf Studios","Secret Mode"
"2968","AccuRC 2","Jul 12, 2017","$49.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","trasnatech","trasnatech"
"2971","HerrAnwalt: Lawyers Legacy","Nov 4, 2022","$5.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Yannick","YGameStudios"
"2972","MotoGP17","Jun 15, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2977","Ultimate Racing 2D","May 24, 2018","$4.99","N/A (N/A)","20,000 .. 50,000","00:06 (00:06)","Applimazing","Applimazing"
"2980","Pixel Cup Soccer - Ultimate Edition","Oct 14, 2022","$16.99","N/A (N/A)","20,000 .. 50,000","00:02 (00:01)","BATOVI Games","BATOVI Games"
"2982","Ultimate Fishing Simulator VR","Nov 15, 2019","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Bit Golem, Pancake Games, 3T Labs","Ultimate Games S.A."
"2983","MXGP2 - The Official Motocross Videogame","Apr 7, 2016","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2984","Riptide GP2","Mar 7, 2014","$6.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Vector Unit","Vector Unit"
"2987","Revhead","Mar 9, 2017","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Creative Pudding Hungary Llc.","PlayWay S.A."
"2988","Pro Cycling Manager 2022","Jun 9, 2022","$39.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cyanide Studio","Nacon"
"2989","Pro Cycling Manager 2021","Jun 3, 2021","$39.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Cyanide Studio","Nacon"
"2992","Sébastien Loeb Rally EVO","Jan 29, 2016","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2993","Racket: Nx","Jul 17, 2018","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","One Hamsa","One Hamsa"
"2995","New Retro Arcade: Neon","Aug 1, 2016","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Digital Cybercherries","Digital Cybercherries"
"2996","MotoGP18","Jun 7, 2018","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"2997","Stock Car Extreme","Feb 11, 2015","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Reiza Studios","Reiza Studios"
"2998","Punch A Bunch","Jan 20, 2023","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Pontypants","Pontypants"
"3003","SkateBIRD","Sep 16, 2021","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Glass Bottom Games","Glass Bottom Games"
"3007","MX vs ATV Legends","Jun 28, 2022","$39.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Rainbow Studios","THQ Nordic"
"3013","Kayak VR: Mirage","Jul 12, 2022","$22.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Better Than Life","Better Than Life"
"3022","Head Goal: Soccer Online","Aug 18, 2017","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Unusualsoft","Unusualsoft"
"3024","Perfect Golf","May 3, 2016","$34.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","PERFECT PARALLEL","Perfect.Golf, Inc."
"3026","DCL - The Game","Feb 18, 2020","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Drone Champions AG, Climax Studios","Drone Champions League, THQ Nordic"
"3027","VRC PRO","Mar 24, 2015","$44.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Virtual Racing Industries Ltd.","Virtual Racing Industries Ltd."
"3029","Dog Sled Saga","Sep 22, 2016","$7.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Trichotomy","Trichotomy"
"3032","League Manager 2022","Mar 24, 2022","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","AG SOFT","AG SOFT"
"3039","Sailaway - The Sailing Simulator","Feb 27, 2018","$45","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Orbcreation","Orbcreation"
"3042","MotoGP22","Apr 21, 2022","$49.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Milestone S.r.l.","Milestone S.r.l."
"3044","The Fisherman - Fishing Planet","Oct 17, 2019","$29.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Fishing Planet LLC","Nacon"
"3053","TRYP FPV : The Drone Racer Simulator","Jun 30, 2022","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","UNDEAD BATTERY","UNDEAD BATTERY"
"3056","Out of the Park Baseball 23","Apr 22, 2022","N/A","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Out of the Park Developments","Out of the Park Developments"
"3057","Ultimate Fishing Simulator 2","Aug 22, 2022","$19.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","MasterCode, Silent Bear Studio","Ultimate Games S.A."
"3070","Golf Gang","May 19, 2022","$9.99","N/A (N/A)","20,000 .. 50,000","00:43 (00:48)","Lazy Monday Games","Curve Games"
"3073","Truck Life","Aug 6, 2020","$19.99","N/A (N/A)","20,000 .. 50,000","00:11 (00:05)","惊叹号游戏工作室","惊叹号游戏工作室"
"3077","Golf Around!","Dec 4, 2020","$0.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Steve Hough","Steve Hough"
"3078","MXGP 2019 - The Official Motocross Videogame","Aug 27, 2019","$29.99","N/A (N/A)","20,000 .. 50,000","00:47 (00:47)","Milestone S.r.l.","Milestone S.r.l."
"3081","Hashiriya Drifter-Online Drift Racing Multiplayer (DRIFT/DRAG/RACING)","Aug 1, 2019","$14.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Midnight Games","Midnight Games"
"3087","Cricket 22","Dec 1, 2021","$44.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","Big Ant Studios","Nacon"
"3125","Rival Stars Horse Racing: Desktop Edition","Jun 24, 2020","$39.99","N/A (N/A)","20,000 .. 50,000","00:03 (00:03)","PikPok","PikPok"
"3141","The Drone Racing League Simulator","Nov 1, 2017","$9.99","N/A (N/A)","20,000 .. 50,000","00:00 (00:00)","The Drone Racing League","The Drone Racing League"
"26","VIDEOBALL","Jul 12, 2016","$9.99","N/A (N/A/82%)","0 .. 20,000","00:00 (00:00)","Action Button Entertainment, LLC","Iron Galaxy"
"62","Cross Racing Championship Extreme","Sep 18, 2018","$9.99","N/A (N/A/77%)","0 .. 20,000","00:00 (00:00)","Invictus Games Ltd.","Invictus Games Ltd."
"93","Basketball Pro Management 2015","Nov 19, 2014","$9.99","N/A (N/A/69%)","0 .. 20,000","00:00 (00:00)","Umix Studios, Cyanide Studio","Nacon"
"94","Trailblazers","May 8, 2018","$29.99","N/A (N/A/69%)","0 .. 20,000","00:00 (00:00)","Supergonk","Rising Star Games"
"105","RetroMania Wrestling","Feb 25, 2021","$29.99","N/A (N/A/66%)","0 .. 20,000","00:00 (00:00)","Retrosoft Studios","Retrosoft Studios"
"110","SpiritSphere DX","Jan 23, 2017","$9.99","N/A (N/A/64%)","0 .. 20,000","00:00 (00:00)","Eendhoorn Games","Eendhoorn Games"
"111","Franchise Hockey Manager 3","Oct 31, 2016","$19.99","N/A (N/A/64%)","0 .. 20,000","00:00 (00:00)","Out of the Park Developments, Minos Games","Out of the Park Developments"
"113","Xenon Racer","Mar 26, 2019","$14.99","N/A (N/A/64%)","0 .. 20,000","00:00 (00:00)","3DClouds","3DClouds"
"115","GUTS","Nov 14, 2017","$9.99","N/A (N/A/63%)","0 .. 20,000","00:00 (00:00)","Flux Games Inc.","Libredia Entertainment"
"116","Football Drama","Sep 18, 2019","$11.99","N/A (N/A/63%)","0 .. 20,000","00:00 (00:00)","Open Lab Games, Demigiant","Open Lab Games"
"129","Vancouver 2010 - The Official Video Game of the Olympic Winter Games","Feb 18, 2010","N/A","N/A (N/A/57%)","0 .. 20,000","00:00 (00:00)","Eurocom","SEGA"
"136","Snow Moto Racing Freedom","Apr 11, 2017","$12.99","N/A (N/A/50%)","0 .. 20,000","00:00 (00:00)","Zordix AB","Zordix AB"
"137","Bush Hockey League","Mar 28, 2017","$11.99","N/A (N/A/48%)","0 .. 20,000","00:00 (00:00)","V7 Entertainment Inc.","V7 Entertainment Inc."
"139","Modding tools for Cross Racing Championship Extreme","Nov 26, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Invictus Games Ltd.","Invictus Games Ltd."
"140","A Buttload of Free Games","Apr 10, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Del Nordlund, Patrick Flattery, Sebastian Scaini","Sebastian Scaini"
"141","RX Racing 2019 Pro","Nov 4, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CaRacing Studio","CaRacing Studio"
"142","Beijing 2008 - The Official Video Game of the Olympic Games","Jul 8, 2008","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eurocom","SEGA"
"143","Skyscraper Climb VR","Mar 19, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Builder7","福州沉浸者网络科技有限公司"
"144","AOS Manager","Jul 14, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GASF Studio","GASF Studio"
"145","Shadow Circuit","Mar 20, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WetWare / Games","WetWare / Games"
"146","Basketball Hero VR","Jun 20, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Caleb Scott","Calebula Studios"
"147","Proton Ball","Feb 18, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Exoception","Exoception"
"148","Monster Truck Drive","May 2, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Builder7","Ripknot Systems"
"149","RollerPlay","Dec 3, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YouVisio Productions Inc.","YouVisio Productions Inc."
"150","Lord Democrat Strikes Out!","Mar 29, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kevin Lund","K. Lund"
"151","箱庭小相撲","Jun 27, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shin Tomura","Shin Tomura"
"152","麻神消消乐","May 15, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MiaoXi Studio","MiaoXi Studio"
"153","VR DREAM MATCH BASEBALL","Dec 6, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SOOTH Inc.","SOOTH Inc."
"154","Rockochet","Aug 6, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PixPan Studios","PixPan Studios"
"155","Aussie Sports VR 2016","Mar 5, 2019","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Reload Labs","Reload Labs"
"156","Gull Kebap VR","Jun 14, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","wosabi","wosabi"
"157","Don Bradman Cricket 17 Demo","May 26, 2016","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Big Ant Studios","Big Ant Studios"
"158","Cross Country Express","Apr 10, 2020","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Oddfellows Software","Oddfellows Software"
"159","Shelter in Place","Nov 21, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sheetal, Bibek","Paracosma Inc"
"162","Dirt Bike Insanity","Jun 15, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dev4play","dev4play"
"163","Redfoot Bluefoot Dancing","Jun 20, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rebuff Reality","Rebuff Reality"
"164","DDS(D.I.Y Drone Simulator) Demo","Mar 6, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Juicy Lab","Juicy Lab"
"165","Synthrally","Jul 30, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roseball Games","Roseball Games"
"166","kicker","Jun 13, 2018","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ZREALITY GmbH","Olympia Verlag GmbH"
"167","Pentaball","Sep 6, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Marco S Hampel, Matthew Reeves, Shivvan Kajaria, William Lu","Firez Studios"
"168","CyberRunner","Aug 30, 2019","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cybershoes GmbH","Cybershoes GmbH"
