"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"8424","Mahjong Dimensions 3D - Fantasy Anime","Sep 18, 2019","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"8425","Cartoon Kreedz: Christmas Season","Nov 25, 2020","$0.89","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Modii Games","Modii Games int."
"8426","Quest for Conquest","Oct 29, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pixel Pinecone","Kajak Games"
"8427","WREN","Jan 14, 2022","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jon Upton","MRL"
"8428","Spaceman","Dec 31, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Conmtrast","Conmtrast"
"8429","NOXIAM -miserable sinners-","Oct 31, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sanwa Solution, NOXIS Project","Sanwa Solution"
"8430","Later","Jan 3, 2020","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Little Thingie","Little Thingie"
"8431","Dark Zone","Jan 31, 2020","$0.37","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Astero","Astero"
"8432","Apocalypse Age : DESTRUCTION","Mar 23, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Legacy Epic","Legacy Epic"
"8433","TriangleWingXXXX","Mar 6, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EManGame","EManGame"
"8434","Di[c]E","Jun 1, 2020","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Slyt Digital","Slyt Digital"
"8435","Deeply Dark","May 31, 2021","$15.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DALESI","DALESI"
"8436","Surviving Isolation","Jun 2, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Klowd Studio","Klowd Studio"
"8437","Knife Quest","Oct 6, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Quest Games","Quest Games"
"8438","The Hostage","May 25, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Respect Studios","Respect Studios"
"8439","Motel Murder","Jun 12, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NG Smith","NG Smith"
"8440","Hellbreachers","Jul 28, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OMEGACORE","OMEGACORE"
"8441","Anetona","Jul 28, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Syukino","Team Syukino"
"8442","《Curse of disaster spirit : Anecdotes of mansion》","Aug 11, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kaili Gong","Kaili Gong"
"8443","Swordian Hero","Aug 20, 2020","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nacks Soft","Nacks Soft"
"8444","The logic inside","Aug 27, 2020","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vitok","Vitok"
"8445","Arwinia","Nov 4, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Three Spot Games","Three Spot Games"
"8446","Typing Fingers - Enemy","Jan 24, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Foriero s.r.o.","Foriero s.r.o."
"8448","The Fang","Jan 5, 2021","$2.49","N/A (N/A)","0 .. 20,000","00:00 (00:00)","C-Laboratory","C-Laboratory"
"8449","Destinata RED","Jan 3, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dieclick","Dieclick"
"8450","Ayu - The Dream Soul -","Dec 25, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mochi","Mochi"
"8451","Legend Of Vengeancev","Feb 4, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","胡桃遊戲","薪火傳媒"
"8452","Tap-Tap Adventure","Feb 5, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BeeTights","BeeTights"
"8454","Dungeon of Eyden","Mar 12, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Andreas Klein","KPL"
"8455","VR 뉴욕 스토리","Feb 20, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Aiitone Co.,Ltd","Aiitone Co.,Ltd"
"8456","Don't Mess With Nanny","Feb 21, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nimativ Games","Nimativ Games"
"8457","Shy Eye Labyrinth: The Incredible Mystery","Apr 12, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Main Quest","Main Quest"
"8458","Karma - Chapter 1","Mar 17, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Exact Co.","The Exact Co."
"8459","Family","Mar 10, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Luiz Otávio da Silva","Luiz Otávio da Silva"
"8461","Coin Dash","May 28, 2021","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Panamsoft TR","Panamsoft TR"
"8462","Stickman Escape","Jul 13, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Happy Jay Games","Happy Jay Games"
"8463","Endings","Aug 25, 2021","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Focus Code LTD","Focus Code LTD"
"8464","Beku","Feb 25, 2022","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WiwiGameStudio","Hound Picked Games"
"8465","Ultimate Sadou- tea or coffee?","Aug 9, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EXLIGHT","EXLIGHT"
"8466","Night Of the Loving Dead","Jun 23, 2022","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FreshWindSoftware","FreshWindSoftware"
"8469","Combatant","Mar 11, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GamesBraz","GamesBraz"
"8470","Last Minute","Jan 13, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Doge","Interesting Studio"
"8472","Lucky Tlhalerwa's Cybernetic Titan","Sep 25, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lucky Tlhalerwa","Lucky Tlhalerwa"
"8473","Desert Magic Adventures","Oct 12, 2021","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","wow wow Games","wow wow Games"
"8474","Fuyu no Tsuma","Oct 15, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玫瑰工作室","玫瑰工作室"
"8475","The Misty Tale","Oct 17, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","skR1me","skR1me"
"8476","Howling Village: Echoes","Oct 20, 2021","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FLAME Hearts Co.,Ltd.","Churapps Co.,Ltd., Chorus Worldwide Games"
"8477","Airplane Dogfight Racer","Oct 28, 2021","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pamir Khan, Khushal Khan","limitless games"
"8478","Nekomimi Nikki","Nov 4, 2021","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玫瑰工作室","玫瑰工作室"
"8479","Blue Barbarian Man","Nov 5, 2021","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","andré luis bradacz","andré luis bradacz"
"8480","Destiny’s Plan","Nov 19, 2021","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Carel","Carel"
"8483","Vampire Combat","Dec 3, 2021","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamma Ray Chamber","Gamma Ray Chamber"
"8484","Legacy: the last pure heart","Mar 7, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Addie J. Lobruno","Addie J. Lobruno"
"8485","Gogte","Feb 9, 2023","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Oso","OsoArcade"
"8486","WTC : Recruitment Day","Mar 7, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Triority Interactive Novels","Triority Interactive Novels"
"8487","Horrors of the North","Oct 24, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Akent","AkentGames"
"8488","Stay away from zombies","Mar 16, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GiBar","RoBot"
"8489","Exorzine","Mar 21, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Exorzine Games","Exorzine Games"
"8490","Goddess Of War Essa","Apr 6, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Small Game","Small Game"
"8492","DOMINUS RAGE","Aug 15, 2022","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Evgeny Demidov","PETROV DENIS VALERIEVICH"
"8493","GENIUS VS ANTICHRIST 1","Oct 28, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WFG STUDIO","WFG STUDIO"
"8495","SuperDuck!","Jun 4, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gamer Bear","Gamer Bear"
"8496","Ultimate Starfighter","Jun 30, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Michael Allen Cooley","Origin Software Development"
"8497","Spintales","Nov 4, 2022","$8.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LzBoY","LzBoY"
"8498","Krypt","Jun 21, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sean Murley, Billy Coe","SW Games"
"8499","Here to There","Sep 10, 2020","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mono","Monosoft"
"8500","Pandemic 1993","Jul 1, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Taiga","Taiga"
"8502","ONCE UPON A TIME IN MOROCCO","Aug 4, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Outcast digital media developpement departe","outcast digital media"
"8503","Fastest Fantasy Life Simulator","Jul 26, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rand.Exe Studios","Rand.Exe Studios"
"8505","Gale of Windoria","Aug 3, 2022","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hit-Point Co.,Ltd.","KEMCO"
"8506","Bright Garden","Aug 11, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","玫瑰工作室","玫瑰工作室"
"8507","WHY I was Born","Aug 17, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YukiNakajima","YukiNakajima"
"8508","Fatal Blade","Nov 16, 2022","$16.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Forza Games","Forza Games"
"8509","Lost Beyond","Dec 8, 2022","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","D4RKK1TE","D4RKK1TE"
"8510","Mars: The New Eden","Sep 2, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CGGAMES","CGGAMES"
"8511","Sylvarcon 2049: A Cybersecurity Adventure","Nov 21, 2022","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Threatia Studios","Threatia Studios"
"8512","Stellar Fight","Oct 1, 2022","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sunny Blaze","Sunny Blaze"
"8513","Jeeps Offroad Simulator","Dec 4, 2022","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","dev dev","Untold Backrooms Stories"
"8514","Save Santa","Nov 30, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Trinnky's Studio","Trinnky's Studio"
"8515","Merchant of Bohemia","Feb 15, 2023","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Snou Games","Snou Games"
"8516","ANGEL DROID","Feb 15, 2023","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lunar Penguin Media LLC","Lunar Penguin Media LLC"
"8517","Wojak This Game","Oct 17, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Flakes Dev","Flakes Dev"
"8519","Soul After","Nov 2, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sensation Games","Sensation Games"
"8520","Gloomy Tales: Horrific Show Collector's Edition","Oct 24, 2022","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Do Games Limited","Do Games Limited"
"8521","Park Ranger: Lost In The Woods","Oct 26, 2022","Free","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mr. Dev","Mr. Dev"
"8522","Gallery : Moa's Room","Oct 26, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lee Geon Jae","Lee Geon Jae"
"8523","The last lover","Nov 27, 2022","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Li Yang","Li Yang"
"8524","Guardian of the jungle","Nov 9, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","NO_BUFF","NO_BUFF"
"8525","Salvation of the soul","Dec 1, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DGS","DGS"
"8526","Monsters of Seabrook","Feb 17, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Little_Amethyst","Little_Amethyst"
"8527","Book Travelers: A Victorian Story Collector's Edition","Nov 4, 2022","$13.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Elephant Ar","Big Fish Games"
"8528","Speluncaphobia","Dec 1, 2022","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","rDev","rDev"
"8529","Cleaning Queens","Feb 3, 2023","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BRAVEGIANT LTD","BRAVEGIANT LTD"
"8530","Not A Thief Simulator","Dec 16, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Galaxy Cake","Galaxy Cake"
"8531","Blue Sky","Jan 9, 2023","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rosa Special Studio","RSS"
"8532","Old Shadow","Jan 26, 2023","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","alex tanenhope","AT"
"8534","十月怪谈-Insane Rules","Mar 17, 2023","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","橙光游戏","橙光游戏"
"8535","HOW","Mar 13, 2023","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LXXII","LXXII"
"8536","DeathKeep","Mar 27, 2023","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lion Entertainment","SNEG"
"8537","Survival Sprint","Mar 29, 2023","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","OMStudioHK","OMStudioHK"
"8538","Glory Kingdom","Feb 19, 2016","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Matthew Robinson","Simply Squared"
"8539","A God-Like Backhand!","Feb 16, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Q-Ball Games LLC","Q-Ball Games LLC"
"8540","Biosupremacy","Mar 9, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DarkPolygon Games","DarkPolygon Games"
"8541","Calavera: Day of the Dead Collector's Edition","May 24, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Taba Games","Big Fish Games"
"8542","Deadly Edge","Jul 28, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bison Kings Game Studios","Bison Kings Game Studios"
"8543","Defenders of Tetsoidea","Oct 30, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Brewsterland Studios","Brewsterland Studios"
"8544","Naklua VR","Nov 10, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fly Dream Dev","Fly Dream Dev"
"8545","Trial of the Demon Hunter","Dec 19, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hosted Games","Hosted Games"
"8546","Mech Troid","Feb 3, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daimen Gaming","Daimen Gaming"
"8547","Ignis Avis Venatio","Mar 12, 2018","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BOMHAT and Ezyn","BOSS#3"
"8548","Yacht Simulator VR","Mar 19, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Builder7","福州沉浸者网络科技有限公司"
"8549","Gallows","Mar 4, 2022","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Gallows","Gallows"
"8550","Nano Nebula","Nov 2, 2018","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Pretty Okay Games","Pretty Okay Games"
"8551","Fernz Gate","Aug 29, 2018","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Exe Create Inc.","KEMCO"
"8552","One Piu Day","Sep 26, 2018","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Former Sun","Former Sun"
"8553","Deadly Curse","Sep 7, 2018","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Electrical Eagle","Electrical Eagle"
"8554","Spacefarers!","Oct 15, 2018","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Charles A. Debczak","Charles A. Debczak"
"8555","Mahjong Secrets","Nov 19, 2018","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dikobraz Games","JoyBits Ltd."
"8556","The Silver Crusade: Aoorha Axeman","Nov 4, 2018","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Valadorn","Silver Forged"
"8557","Halloween Puzzles","Nov 6, 2018","$0.39","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Boogygames Studios","Boogygames Studios"
"8558","Hidden Object: Home Makeover","Nov 29, 2018","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tamalaki","Big Fish Games"
"8559","The Magnet Trials","Feb 22, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tri Pie Interactive","Tri Pie Interactive"
"8560","傲皇忆剑诀","Dec 30, 2018","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","流一心","流一心娱乐游戏集团总部"
"8561","A Story of Us - ep. 1 - First Memories","Feb 27, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Towerfilm","Towerfilm"
"8562","Mage VR: The Lost Memories","Mar 8, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Baptiste Degryse, Colombe Sechehaye, Brayan Delmée","DBloke SPRL"
"8563","Destiny Hunter","Mar 17, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TheMasterGames","TheMasterGames"
"8564","Glacial","Mar 26, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","yureiteam","yureiteam"
"8565","迷宫战争(Maze Wars)","Apr 1, 2019","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","YouJing","YouJing"
"8566","Oops!!! Puzzles!!!","Mar 29, 2019","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","GiBar","RoBot"
"8567","Candy Adventure","Apr 5, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Starmyth","Starmyth"
"8568","Roach Killer","Apr 15, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Highlight Visual Effects Development","Highlight Visual Effects Development"
"8569","Puss in Boots: Fear Not Hooman","May 10, 2019","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Adana Softworks","Adana Softworks"
"8570","Meowk and Frocco","Jul 25, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","del7in","Red twice potato"
"8571","Scenner","Jun 11, 2019","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","mexicoz","mexicoz"
"8572","Qian-Shan Village / 殭屍山莊","Aug 1, 2019","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","The Barking Dog Entertainment","The Barking Dog Entertainment"
"8573","Afloat","Aug 22, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Atom Interactive","Blue Atom Interactive"
"8574","Adam's Ascending","Nov 22, 2020","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Parable Worlds","Parable Worlds"
"8575","Galaxy Crash","Aug 30, 2019","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BubbleMap","BubbleMap"
"8576","Follow the White Rabbit VR (화이트래빗)","Sep 4, 2019","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dexter Studios","Dexter Studios"
"8577","Binky show","Dec 4, 2019","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ignite studio","Ignite studio"
"8578","Air","Oct 30, 2019","$4.19","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Calepin Studio","Calepin Studio"
"8579","Kira's Contract","Oct 27, 2019","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Sky Games","Blue Sky Games"
"8580","The Missing Few","Oct 30, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","MISSING GAME STUDIO, LTD.","MISSING GAME STUDIO, LTD."
"8581","Storms","Feb 12, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Shaun Hogan","Shaun Hogan"
"8582","Dead territory","Dec 17, 2019","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kedexa","Kedexa"
"8583","Zack 2: Celestine's Map","Mar 11, 2021","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SmartOliveGames Ltd","SmartOliveGames Ltd"
"8584","Blendy 2 Dolls Factory","Feb 20, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Daniil999O","CDA Games"
"8585","Chessmates","Apr 21, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PredposledniyRubikon","PredposledniyRubikon"
"8586","Alexis Almighty: Daughter of Hercules","May 28, 2020","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Jetdogs Studios","Jetdogs Studios, Whalebox"
"8587","Road To Death","May 19, 2020","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Big Bird Games","Big Bird Games"
"8588","Apollo Lunar Mission","Jun 4, 2020","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Fantastigo","Fantastigo"
"8589","Spirit of dungeon","Jul 14, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Four Death","Four Death"
"8590","City Sniper","Aug 4, 2020","$18.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","JY","JY"
"8591","Rider's World: I Want To Ride!","Jul 31, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Caipirinha Games GmbH","Keewee"
"8592","Escape From Monsterland","Oct 12, 2020","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Larry B. Guernsey, Griffin Guernsey","Creature-ations"
"8593","Halloween World","Aug 27, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Kleber Augusto Wilcke","Good Guy Games"
"8594","Gravitational","Nov 10, 2021","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Electric Monkeys","Electric Monkeys"
"8595","Lucid Steam","Sep 15, 2020","$17.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Team Lucid Dream","Team Lucid Dream"
"8596","Arc Wizards","Sep 21, 2020","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nacks Soft","Nacks Soft"
"8597","travelsolar","Oct 3, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","guang zhou xi pu wang luo ke ji you xian gong si","guang zhou xi pu wang luo ke ji you xian gong si"
"8598","Red Cap Zombie Hunter","Dec 21, 2021","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vialgames.com","Vialgames.com"
"8600","Street Massacre","Nov 1, 2020","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Ani4Bio Animated, Isiflix Prod","Ani4Bio Animated"
"8601","Fun Christmas Santa VR","Dec 23, 2020","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VR-EXODUS","VR-EXODUS"
"8602","Forever Night","Dec 21, 2020","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nickolay Fedyaev","Nickolay Fedyaev"
